name,iso_country,iso_region,scheduled_service,iata_code
Hana Airport,US,US-HI,yes,HNM
Kapalua Airport,US,US-HI,yes,JHM
Ellison Onizuka Kona International Airport at Keahole,US,US-HI,yes,KOA
Lihue Airport,US,US-HI,yes,LIH
Kalaupapa Airport,US,US-HI,yes,LUP
Molokai Airport,US,US-HI,yes,MKK
Waimea Kohala Airport,US,US-HI,yes,MUE
Daniel K Inouye International Airport,US,US-HI,yes,HNL
Lanai Airport,US,US-HI,yes,LNY
Kahului International Airport,US,US-HI,yes,OGG
Hilo International Airport,US,US-HI,yes,ITO
Eniwetok Airport,MH,MH-ENI,yes,ENT
Marshall Islands International Airport,MH,MH-MAJ,yes,MAJ
Kaieteur International Airport,GY,GY-PT,yes,KAI
Bucholz Army Air Field,MH,MH-KWA,yes,KWA
Cassidy International Airport,KI,KI-L,yes,CXI
Point Lay LRRS Airport,US,US-AK,yes,PIZ
Chuuk International Airport,FM,FM-TRK,yes,TKK
Pohnpei International Airport,FM,FM-PNI,yes,PNI
Babelthuap Airport,PW,PW-004,yes,ROR
Kosrae International Airport,FM,FM-KSA,yes,KSA
Yap International Airport,FM,FM-YAP,yes,YAP
Wake Island Airfield,UM,UM-79,yes,AWK
Kili Airport,MH,MH-KIL,yes,KIO
Kinmen Airport,TW,TW-X-KM,yes,KNH
Matsu Nangan Airport,TW,TW-X-LK,yes,LZN
Taitung Airport,TW,TW-TTT,yes,TTT
Kaohsiung International Airport,TW,TW-KHH,yes,KHH
Chiayi Airport,TW,TW-CYQ,yes,CYI
Hengchun Airport,TW,TW-PIF,yes,HCN
Lanyu Airport,TW,TW-TTT,yes,KYD
Taichung International Airport / Ching Chuang Kang Air Base,TW,TW-TXG,yes,RMQ
Matsu Beigan Airport,TW,TW-X-LK,yes,MFK
Tainan International Airport / Tainan Air Base,TW,TW-TNN,yes,TNN
Penghu Magong Airport,TW,TW-PEN,yes,MZG
Pingtung North Airport,TW,TW-PIF,yes,PIF
Taipei Songshan Airport,TW,TW-TPE,yes,TSA
Taiwan Taoyuan International Airport,TW,TW-TAO,yes,TPE
Hualien Airport,TW,TW-HUA,yes,HUN
Red Devil Airport,US,US-AK,yes,RDV
Alxa Right Banner Badanjilin Airport,CN,CN-15,yes,RHT
Narita International Airport,JP,JP-12,yes,NRT
Shinshu-Matsumoto Airport,JP,JP-20,yes,MMJ
Ibaraki Airport / JASDF Hyakuri Air Base,JP,JP-08,yes,IBR
Kansai International Airport,JP,JP-27,yes,KIX
Nanki Shirahama Airport,JP,JP-30,yes,SHM
Kobe Airport,JP,JP-28,yes,UKB
Konotori Tajima Airport,JP,JP-28,yes,TJH
Tokachi-Obihiro Airport,JP,JP-01,yes,OBO
New Chitose Airport,JP,JP-01,yes,CTS
Hakodate Airport,JP,JP-01,yes,HKD
Kushiro Airport,JP,JP-01,yes,KUH
Memanbetsu Airport,JP,JP-01,yes,MMB
Nakashibetsu Airport,JP,JP-01,yes,SHB
Sapporo Okadama Airport,JP,JP-01,yes,OKD
Wakkanai Airport,JP,JP-01,yes,WKJ
Amakusa Airport,JP,JP-43,yes,AXJ
Iki Airport,JP,JP-42,yes,IKI
Yamaguchi Ube Airport,JP,JP-35,yes,UBJ
Tsushima Airport,JP,JP-42,yes,TSJ
Monbetsu Airport,JP,JP-01,yes,MBE
Asahikawa Airport,JP,JP-01,yes,AKJ
Okushiri Airport,JP,JP-01,yes,OIR
Rishiri Airport,JP,JP-01,yes,RIS
Yakushima Airport,JP,JP-46,yes,KUM
Fukue Airport,JP,JP-42,yes,FUJ
Fukuoka Airport,JP,JP-40,yes,FUK
New Tanegashima Airport,JP,JP-46,yes,TNE
Kagoshima Airport,JP,JP-46,yes,KOJ
Miyazaki Airport,JP,JP-45,yes,KMI
Oita Airport,JP,JP-44,yes,OIT
Kitakyushu Airport,JP,JP-40,yes,KKJ
Saga Airport,JP,JP-41,yes,HSG
Kumamoto Airport,JP,JP-43,yes,KMJ
Nagasaki Airport,JP,JP-42,yes,NGS
Chubu Centrair International Airport,JP,JP-23,yes,NGO
Amami Airport,JP,JP-46,yes,ASJ
Okinoerabu Airport,JP,JP-46,yes,OKE
Kikai Airport,JP,JP-46,yes,KKX
Tokunoshima Airport,JP,JP-46,yes,TKN
Nagoya Airport / JASDF Komaki Air Base,JP,JP-23,yes,NKM
Komatsu Airport / JASDF Komatsu Air Base,JP,JP-17,yes,KMQ
Oki Global Geopark Airport,JP,JP-32,yes,OKI
Mount Fuji Shizuoka Airport,JP,JP-22,yes,FSZ
Toyama Airport,JP,JP-16,yes,TOY
Noto Satoyama Airport,JP,JP-17,yes,NTQ
Hiroshima Airport,JP,JP-34,yes,HIJ
Okayama Momotaro Airport,JP,JP-33,yes,OKJ
Izumo Enmusubi Airport,JP,JP-32,yes,IZO
Yonago Kitaro Airport / JASDF Miho Air Base,JP,JP-31,yes,YGJ
Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,JP,JP-35,yes,IWK
Kochi Ryoma Airport,JP,JP-39,yes,KCZ
Matsuyama Airport,JP,JP-38,yes,MYJ
Osaka International Airport,JP,JP-27,yes,ITM
Tottori Sand Dunes Conan Airport,JP,JP-31,yes,TTJ
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,JP-36,yes,TKS
Takamatsu Airport,JP,JP-37,yes,TAK
Iwami Airport,JP,JP-32,yes,IWJ
Aomori Airport,JP,JP-02,yes,AOJ
Yamagata Airport,JP,JP-06,yes,GAJ
Sado Airport,JP,JP-15,yes,SDS
Fukushima Airport,JP,JP-07,yes,FKS
Iwate Hanamaki Airport,JP,JP-03,yes,HNA
Akita Airport,JP,JP-05,yes,AXT
Misawa Airport / Misawa Air Base,JP,JP-02,yes,MSJ
Niigata Airport,JP,JP-15,yes,KIJ
Odate Noshiro Airport,JP,JP-05,yes,ONJ
Sendai Airport,JP,JP-04,yes,SDJ
Shonai Airport,JP,JP-06,yes,SYO
Hachijojima Airport,JP,JP-13,yes,HAC
Oshima Airport,JP,JP-13,yes,OIM
Miyakejima Airport,JP,JP-13,yes,MYE
Tokyo Haneda International Airport,JP,JP-13,yes,HND
Muan International Airport,KR,KR-46,yes,MWX
Gwangju Airport,KR,KR-29,yes,KWJ
Gunsan Airport / Kunsan Air Base,KR,KR-45,yes,KUV
Yeosu Airport,KR,KR-46,yes,RSU
Wonju Airport / Hoengseong Air Base (K-38/K-46),KR,KR-42,yes,WJU
Yangyang International Airport,KR,KR-42,yes,YNY
Jeju International Airport,KR,KR-49,yes,CJU
Gimhae International Airport,KR,KR-26,yes,PUS
Sacheon Airport / Sacheon Air Base,KR,KR-48,yes,HIN
Ulsan Airport,KR,KR-31,yes,USN
Incheon International Airport,KR,KR-28,yes,ICN
Gimpo International Airport,KR,KR-11,yes,GMP
Pohang Airport (G-815/K-3),KR,KR-47,yes,KPO
Daegu Airport,KR,KR-27,yes,TAE
Cheongju International Airport/Cheongju Air Base (K-59/G-513),KR,KR-43,yes,CJJ
Rampart Airport,US,US-AK,yes,RMP
Naha Airport / JASDF Naha Air Base,JP,JP-47,yes,OKA
Kumejima Airport,JP,JP-47,yes,UEO
Minamidaito Airport,JP,JP-47,yes,MMD
Miyako Airport,JP,JP-47,yes,MMY
Aguni Airport,JP,JP-47,yes,AGJ
Kitadaito Airport,JP,JP-47,yes,KTD
Tarama Airport,JP,JP-47,yes,TRA
Yoron Airport,JP,JP-46,yes,RNJ
Yonaguni Airport,JP,JP-47,yes,OGN
Subic Bay International Airport / Naval Air Station Cubi Point,PH,PH-ZMB,yes,SFS
Clark International Airport / Clark Air Base,PH,PH-PAM,yes,CRK
Laoag International Airport,PH,PH-ILN,yes,LAO
Ninoy Aquino International Airport,PH,PH-00,yes,MNL
Cuyo Airport,PH,PH-PLW,yes,CYU
Cotabato (Awang) Airport,PH,PH-MDN,yes,CBO
Francisco Bangoy International Airport,PH,PH-DAS,yes,DVO
Bancasi Airport,PH,PH-AGN,yes,BXU
Dipolog Airport,PH,PH-ZAN,yes,DPL
Camiguin Airport,PH,PH-CAM,yes,CGM
Jolo Airport,PH,PH-SLU,yes,JOL
Sanga Sanga Airport,PH,PH-TAW,yes,TWT
Labo Airport,PH,PH-MSC,yes,OZC
Pagadian Airport,PH,PH-ZAS,yes,PAG
General Santos International Airport,PH,PH-SCO,yes,GES
Surigao Airport,PH,PH-SUN,yes,SUG
Tandag Airport,PH,PH-SUR,yes,TDG
Zamboanga International Airport,PH,PH-ZAS,yes,ZAM
Siargao Airport,PH,PH-SUN,yes,IAO
Cesar Lim Rodriguez (Taytay-Sandoval) Airport,PH,PH-PLW,yes,RZP
Bohol-Panglao International Airport,PH,PH-BOH,yes,TAG
San Vicente Airport,PH,PH-PLW,yes,SWL
Loakan Airport,PH,PH-BEN,yes,BAG
San Jose Airport,PH,PH-MDC,yes,SJI
Naga Airport,PH,PH-CAS,yes,WNP
Basco Airport,PH,PH-BTN,yes,BSO
Dr Juan C Angara Airport,PH,PH-AUR,yes,BQA
San Fernando Airport,PH,PH-LUN,yes,SFE
Tuguegarao Airport,PH,PH-CAG,yes,TUG
Virac Airport,PH,PH-CAT,yes,VRC
Cauayan Airport,PH,PH-ISA,yes,CYZ
Daniel Z. Romualdez Airport,PH,PH-LEY,yes,TAC
Bacolod-Silay Airport,PH,PH-NEC,yes,BCD
Calbayog Airport,PH,PH-WSA,yes,CYP
Sibulan Airport,PH,PH-NER,yes,DGT
Godofredo P. Ramos Airport,PH,PH-AKL,yes,MPH
Catarman National Airport,PH,PH-NSA,yes,CRM
Iloilo International Airport,PH,PH-ILI,yes,ILO
Moises R. Espinosa Airport,PH,PH-MAS,yes,MBT
Kalibo International Airport,PH,PH-AKL,yes,KLO
Mactan Cebu International Airport,PH,PH-CEB,yes,CEB
Puerto Princesa International Airport / PAF Antonio Bautista Air Base,PH,PH-PLW,yes,PPS
Roxas Airport,PH,PH-CAP,yes,RXS
Tugdan Airport,PH,PH-ROM,yes,TBH
Francisco B. Reyes (Busuanga) Airport,PH,PH-PLW,yes,USU
Red Sea International Airport,SA,SA-07,yes,RSI
Nogliki Airport,RU,RU-SAK,yes,NGK
Grozny Airport,RU,RU-CE,yes,GRV
Taksimo Airport,RU,RU-BU,yes,TKM
Motygino Airport,RU,RU-KYA,yes,MJY
Lopez Island Airport,US,US-WA,yes,LPS
Kenmore Air Harbor LLC Seaplane Base,US,US-WA,yes,KEH
General Urquiza Airport,AR,AR-E,yes,PRA
Rosario Islas Malvinas International Airport,AR,AR-S,yes,ROS
Sauce Viejo Airport,AR,AR-S,yes,SFN
Jorge Newbery Airpark,AR,AR-C,yes,AEP
Ingeniero Ambrosio Taravella Airport,AR,AR-X,yes,COR
Minister Pistarini International Airport,AR,AR-B,yes,EZE
El Plumerillo Airport,AR,AR-M,yes,MDZ
Suboficial Ay Santiago Germano Airport,AR,AR-M,yes,AFA
Coronel Felipe Varela International Airport,AR,AR-K,yes,CTC
Vicecomodoro Angel D. La Paz Aragonés Airport,AR,AR-G,yes,SDE
Capitan V A Almonacid Airport,AR,AR-F,yes,IRJ
Termas de Río Hondo international Airport,AR,AR-G,yes,RHD
Teniente Benjamin Matienzo Airport,AR,AR-T,yes,TUC
Domingo Faustino Sarmiento Airport,AR,AR-J,yes,UAQ
Brigadier Mayor D Cesar Raul Ojeda Airport,AR,AR-D,yes,LUQ
Corrientes Airport,AR,AR-W,yes,CNQ
Resistencia International Airport,AR,AR-H,yes,RES
Aeropuerto Nacional de Formosa,AR,AR-P,yes,FMA
Cataratas Del Iguazú International Airport,AR,AR-N,yes,IGR
Libertador Gral D Jose De San Martin Airport,AR,AR-N,yes,PSS
Martin Miguel De Guemes International Airport,AR,AR-A,yes,SLA
Gobernador Horacio Guzman International Airport,AR,AR-Y,yes,JUJ
General Enrique Mosconi Airport,AR,AR-A,yes,TTG
General E. Mosconi Airport,AR,AR-U,yes,CRD
Brigadier Antonio Parodi Airport,AR,AR-U,yes,EQS
Las Heras Airport,AR,AR-Z,yes,LHS
Antoine de Saint Exupéry Airport,AR,AR-R,yes,OES
Almirante Marco Andres Zar Airport,AR,AR-U,yes,REL
Gobernador Castello Airport,AR,AR-R,yes,VDM
El Tehuelche Airport,AR,AR-U,yes,PMY
El Calafate - Commander Armando Tola International Airport,AR,AR-Z,yes,FTE
Puerto Deseado Airport,AR,AR-Z,yes,PUD
Gobernador Ramón Trejo Noel International Airport,AR,AR-V,yes,RGA
Piloto Civil N. Fernández Airport,AR,AR-Z,yes,RGL
Malvinas Argentinas Airport,AR,AR-V,yes,USH
Capitan D Daniel Vazquez Airport,AR,AR-Z,yes,ULA
Perito Moreno Airport,AR,AR-Z,yes,PMQ
Gobernador Gregores Airport,AR,AR-Z,yes,GGS
28 de Noviembre Airport,AR,AR-Z,yes,RYO
Santa Cruz Airport,AR,AR-Z,yes,RZA
Comandante Espora Airport,AR,AR-B,yes,BHI
Santa Teresita Airport,AR,AR-B,yes,SST
Ástor Piazzola International Airport,AR,AR-B,yes,MDQ
Presidente Peron Airport,AR,AR-Q,yes,NQN
Necochea Airport,AR,AR-B,yes,NEC
Santa Rosa Airport,AR,AR-L,yes,RSA
San Carlos De Bariloche Airport,AR,AR-R,yes,BRC
Aviador C. Campos Airport,AR,AR-Q,yes,CPC
Araraquara Airport,BR,BR-SP,yes,AQA
Aracaju - Santa Maria International Airport,BR,BR-SE,yes,AJU
Piloto Osvaldo Marques Dias Airport,BR,BR-MT,yes,AFL
Araçatuba Airport,BR,BR-SP,yes,ARU
Romeu Zema Airport,BR,BR-MG,yes,AAX
Val de Cans/Júlio Cezar Ribeiro International Airport,BR,BR-PA,yes,BEL
Presidente Juscelino Kubitschek International Airport,BR,BR-DF,yes,BSB
Atlas Brasil Cantanhede Airport,BR,BR-RR,yes,BVB
Coronel Adalberto Mendes da Silva Airport,BR,BR-PR,yes,CAC
Cabo Frio Airport,BR,BR-RJ,yes,CFB
Caçador Airport,BR,BR-SC,yes,CFC
Tancredo Neves International Airport,BR,BR-MG,yes,CNF
Campo Grande Airport,BR,BR-MS,yes,CGR
Serafin Enoss Bertaso Airport,BR,BR-SC,yes,XAP
Carajás Airport,BR,BR-PA,yes,CKS
Forquilhinha - Criciúma  Airport,BR,BR-SC,yes,CCM
Nelson Ribeiro Guimarães Airport,BR,BR-GO,yes,CLV
Bartolomeu Lisandro Airport,BR,BR-RJ,yes,CAW
Corumbá International Airport,BR,BR-MS,yes,CMG
Afonso Pena Airport,BR,BR-PR,yes,CWB
Hugo Cantergiani Regional Airport,BR,BR-RS,yes,CXJ
Marechal Rondon Airport,BR,BR-MT,yes,CGB
Cruzeiro do Sul Airport,BR,BR-AC,yes,CZS
Bonito Airport,BR,BR-MS,yes,BYO
Presidente Prudente Airport,BR,BR-SP,yes,PPB
Eduardo Gomes International Airport,BR,BR-AM,yes,MAO
Cataratas International Airport,BR,BR-PR,yes,IGU
Hercílio Luz International Airport,BR,BR-SC,yes,FLN
Fernando de Noronha Airport,BR,BR-PE,yes,FEN
Pinto Martins International Airport,BR,BR-CE,yes,FOR
Rio Galeão – Tom Jobim International Airport,BR,BR-RJ,yes,GIG
Santa Genoveva Airport,BR,BR-GO,yes,GYN
Guarulhos - Governador André Franco Montoro International Airport,BR,BR-SP,yes,GRU
Tancredo Thomas de Faria Airport,BR,BR-PR,yes,GPB
Coronel Altino Machado Airport,BR,BR-MG,yes,GVR
Altamira Interstate Airport,BR,BR-PA,yes,ATM
Itaituba Airport,BR,BR-PA,yes,ITB
Bahia - Jorge Amado Airport,BR,BR-BA,yes,IOS
Usiminas Airport,BR,BR-MG,yes,IPN
Prefeito Renato Moreira Airport,BR,BR-MA,yes,IMP
Humberto Ghizzo Bortoluzzi Regional Airport,BR,BR-SC,yes,JJG
Francisco de Assis Airport,BR,BR-MG,yes,JDF
Presidente Castro Pinto International Airport,BR,BR-PB,yes,JPA
Orlando Bezerra de Menezes Airport,BR,BR-CE,yes,JDO
Lauro Carneiro de Loyola Airport,BR,BR-SC,yes,JOI
Presidente João Suassuna Airport,BR,BR-PB,yes,CPV
Viracopos International Airport,BR,BR-SP,yes,VCP
Coronel Horácio de Mattos Airport,BR,BR-BA,yes,LEC
Lages Airport,BR,BR-SC,yes,LAJ
Governador José Richa Airport,BR,BR-PR,yes,LDB
João Correa da Rocha Airport,BR,BR-PA,yes,MAB
Monte Dourado - Serra do Areão Airport,BR,BR-PA,yes,MEU
Macaé Benedito Lacerda Airport,BR,BR-RJ,yes,MEA
Regional de Maringá - Sílvio Name Júnior Airport,BR,BR-PR,yes,MGF
Mário Ribeiro Airport,BR,BR-MG,yes,MOC
Frank Miloye Milenkowichi–Marília State Airport,BR,BR-SP,yes,MII
Zumbi dos Palmares Airport,BR,BR-AL,yes,MCZ
Macapá - Alberto Alcolumbre International Airport,BR,BR-AP,yes,MCP
Dix-Sept Rosado Airport,BR,BR-RN,yes,MVF
Manicoré Airport,BR,BR-AM,yes,MNX
Ministro Victor Konder International Airport,BR,BR-SC,yes,NVT
Santo Ângelo Airport,BR,BR-RS,yes,GEL
Salgado Filho International Airport,BR,BR-RS,yes,POA
Parnaíba - Prefeito Doutor João Silva Filho International Airport,BR,BR-PI,yes,PHB
Lauro Kurtz Airport,BR,BR-RS,yes,PFB
Brigadeiro Lysias Rodrigues Airport,BR,BR-TO,yes,PMW
João Simões Lopes Neto International Airport,BR,BR-RS,yes,PET
Senador Nilo Coelho Airport,BR,BR-PE,yes,PNZ
Ponta Porã Airport,BR,BR-MS,yes,PMG
Porto Seguro Airport,BR,BR-BA,yes,BPS
Governador Jorge Teixeira de Oliveira Airport,BR,BR-RO,yes,PVH
Rio Branco-Plácido de Castro International Airport,BR,BR-AC,yes,RBR
Recife/Guararapes - Gilberto Freyre International Airport,BR,BR-PE,yes,REC
Santos Dumont Airport,BR,BR-RJ,yes,SDU
Leite Lopes Airport,BR,BR-SP,yes,RAO
Barreirinhas National Airport,BR,BR-MA,yes,BRB
São Gonçalo do Amarante - Governador Aluízio Alves International Airport,BR,BR-RN,yes,NAT
Professor Urbano Ernesto Stumpf Airport,BR,BR-SP,yes,SJK
Marechal Cunha Machado International Airport,BR,BR-MA,yes,SLZ
Santa Maria Airport,BR,BR-RS,yes,RIA
Santarém - Maestro Wilson Fonseca International Airport,BR,BR-PA,yes,STM
Adolino Bedin Regional Airport,BR,BR-MT,yes,SMT
Congonhas Airport,BR,BR-SP,yes,CGH
Prof. Eribelto Manoel Reino State Airport,BR,BR-SP,yes,SJP
Deputado Luiz Eduardo Magalhães International Airport,BR,BR-BA,yes,SSA
Trombetas Airport,BR,BR-PA,yes,TMT
Una-Comandatuba Airport,BR,BR-BA,yes,UNA
Toledo - Luiz Dalcanale Filho Municipal Airport,BR,BR-PR,yes,TOW
Senador Petrônio Portela Airport,BR,BR-PI,yes,THE
Tefé Airport,BR,BR-AM,yes,TFF
Tabatinga Airport,BR,BR-AM,yes,TBT
Tucuruí Airport,BR,BR-PA,yes,TUR
São Gabriel da Cachoeira Airport,BR,BR-AM,yes,SJL
Paulo Afonso Airport,BR,BR-BA,yes,PAV
Rubem Berta Airport,BR,BR-RS,yes,URG
Ten. Cel. Aviador César Bombonato Airport,BR,BR-MG,yes,UDI
Mário de Almeida Franco Airport,BR,BR-MG,yes,UBA
Brigadeiro Camarão Airport,BR,BR-RO,yes,BVH
Eurico de Aguiar Salles Airport,BR,BR-ES,yes,VIX
Presidente Itamar Franco Airport,BR,BR-MG,yes,IZA
Chacalluta Airport,CL,CL-AP,yes,ARI
Desierto de Atacama Airport,CL,CL-AT,yes,CPO
Balmaceda Airport,CL,CL-AI,yes,BBA
El Loa Airport,CL,CL-AN,yes,CJC
President Carlos Ibañez del Campo International Airport,CL,CL-MA,yes,PUQ
Diego Aracena Airport,CL,CL-TA,yes,IQQ
Comodoro Arturo Merino Benítez International Airport,CL,CL-RM,yes,SCL
Ricardo García Posada Airport,CL,CL-AT,yes,ESR
Andrés Sabella Gálvez International Airport,CL,CL-AN,yes,ANF
Carriel Sur Airport,CL,CL-BI,yes,CCP
Mataveri Airport,CL,CL-VS,yes,IPC
Cañal Bajo Carlos - Hott Siebert Airport,CL,CL-LL,yes,ZOS
Lieutenant Julio Gallardo Airport,CL,CL-MA,yes,PNT
Pucón Airport,CL,CL-AR,yes,ZPC
Mocopulli Airport,CL,CL-LL,yes,MHC
La Araucanía Airport,CL,CL-AR,yes,ZCO
Teniente Rodolfo Marsh Martin Airport,AQ,AQ-U-A,yes,TNM
La Florida Airport,CL,CL-CO,yes,LSC
El Tepual Airport,CL,CL-LL,yes,PMC
Pichoy Airport,CL,CL-LR,yes,ZAL
Sorocaba Airport,BR,BR-SP,yes,SOD
Paraty Airport,BR,BR-RJ,yes,JPY
Francisco De Orellana Airport,EC,EC-D,yes,OCC
Mariscal Lamar Airport,EC,EC-A,yes,CUE
Seymour Galapagos Ecological Airport,EC,EC-W,yes,GPS
José Joaquín de Olmedo International Airport,EC,EC-G,yes,GYE
General Villamil Airport,EC,EC-W,yes,IBB
Cotopaxi International Airport,EC,EC-X,yes,LTX
Coronel E Carvajal Airport,EC,EC-S,yes,XMS
Eloy Alfaro International Airport,EC,EC-M,yes,MEC
Mariscal Sucre International Airport,EC,EC-P,yes,UIO
Santa Rosa - Artillery Colonel Victor Larrea International Airport,EC,EC-O,yes,ETR
San Cristóbal Airport,EC,EC-W,yes,SCY
Ciudad de Catamayo Airport,EC,EC-L,yes,LOH
Carlos Concha Torres International Airport,EC,EC-E,yes,ESM
Lieutenant Colonel Luis A. Mantilla International Airport,EC,EC-C,yes,TUA
Port Stanley Airport,FK,FK-U-A,yes,PSY
Aeropuerto Internacional Silvio Pettirossi,PY,PY-11,yes,ASU
Aeropuerto Internacional Tte. Amin Ayub González,PY,PY-7,yes,ENO
Aeropuerto Internacional Guaraní,PY,PY-10,yes,AGT
Barra Grande Airport,BR,BR-BA,yes,MUU
Juruti Airport,BR,BR-PA,yes,JRT
Bauru/Arealva–Moussa Nakhal Tobias State Airport,BR,BR-SP,yes,JTC
El Eden Airport,CO,CO-QUI,yes,AXM
Tres De Mayo Airport,CO,CO-PUT,yes,PUU
Palonegro Airport,CO,CO-SAN,yes,BGA
El Dorado International Airport,CO,CO-DC,yes,BOG
Ernesto Cortissoz International Airport,CO,CO-ATL,yes,BAQ
José Celestino Mutis Airport,CO,CO-CHO,yes,BSC
Gerardo Tobar López Airport,CO,CO-VAC,yes,BUN
Camilo Daza International Airport,CO,CO-NSA,yes,CUC
Rafael Nuñez International Airport,CO,CO-BOL,yes,CTG
Alfonso Bonilla Aragon International Airport,CO,CO-VAC,yes,CLO
La Florida Airport,CO,CO-NAR,yes,TCO
Las Brujas Airport,CO,CO-SUC,yes,CZU
Yariguíes Airport,CO,CO-SAN,yes,EJA
Gustavo Artunduaga Paredes Airport,CO,CO-CAQ,yes,FLA
Juan Casiano Airport,CO,CO-CAU,yes,GPI
Perales Airport,CO,CO-TOL,yes,IBE
San Luis Airport,CO,CO-NAR,yes,IPI
Antonio Roldán Betancur Airport,CO,CO-ANT,yes,APO
Caucaya Airport,CO,CO-PUT,yes,LQM
La Pedrera Airport,CO,CO-AMA,yes,LPD
Alfredo Vásquez Cobo International Airport,CO,CO-AMA,yes,LET
Enrique Olaya Herrera Airport,CO,CO-ANT,yes,EOH
Los Garzones Airport,CO,CO-COR,yes,MTR
Fabio Alberto Leon Bentley Airport,CO,CO-VAU,yes,MVP
La Nubia Airport,CO,CO-CAL,yes,MZL
La Macarena Airport,CO,CO-MET,yes,LMC
Reyes Murillo Airport,CO,CO-CHO,yes,NQU
Benito Salas Airport,CO,CO-HUI,yes,NVA
German Olano Airport,CO,CO-VID,yes,PCR
Obando Cesar Gaviria Trujillo Airport,CO,CO-GUA,yes,PDA
Matecaña International Airport,CO,CO-RIS,yes,PEI
Guillermo León Valencia Airport,CO,CO-CAU,yes,PPN
Antonio Nariño Airport,CO,CO-NAR,yes,PSO
El Embrujo Airport,CO,CO-SAP,yes,PVA
Jose Maria Córdova International Airport,CO,CO-ANT,yes,MDE
Almirante Padilla Airport,CO,CO-LAG,yes,RCH
Los Colonizadores Airport,CO,CO-ARA,yes,RVE
Jorge E. Gonzalez Torres Airport,CO,CO-GUV,yes,SJE
Simón Bolívar International Airport,CO,CO-MAG,yes,SMR
Gustavo Rojas Pinilla International Airport,CO,CO-SAP,yes,ADZ
Eduardo Falla Solano Airport,CO,CO-CAQ,yes,SVI
Golfo de Morrosquillo Airport,CO,CO-SUC,yes,TLU
Gustavo Vargas Airport,CO,CO-ARA,yes,TME
Santiago Perez Airport,CO,CO-ARA,yes,AUC
El Caraño Airport,CO,CO-CHO,yes,UIB
Alfonso López Pumarejo Airport,CO,CO-CES,yes,VUP
Vanguardia Airport,CO,CO-MET,yes,VVC
El Yopal Airport,CO,CO-CAS,yes,EYP
Alcantarí Airport,BO,BO-H,yes,SRE
Jorge Wilsterman International Airport,BO,BO-C,yes,CBB
Chimore Airport,BO,BO-C,yes,CCA
Capitán Aníbal Arab Airport,BO,BO-N,yes,CIJ
El Trompillo Airport,BO,BO-S,yes,SRZ
Guayaramerín Airport,BO,BO-B,yes,GYA
El Alto International Airport,BO,BO-L,yes,LPB
Puerto Rico Airport,BO,BO-N,yes,PUR
Capitán Av. Salvador Ogaya G. airport,BO,BO-S,yes,PSZ
Capitán Av. Selin Zeitun Lopez Airport,BO,BO-B,yes,RIB
Reyes Airport,BO,BO-B,yes,REY
Capitán Av. German Quiroga G. Airport,BO,BO-B,yes,SRJ
Capitan Oriel Lea Plaza Airport,BO,BO-T,yes,TJA
Viru Viru International Airport,BO,BO-S,yes,VVI
Drietabbetje Airport,SR,SR-SI,yes,DRJ
Johan Adolf Pengel International Airport,SR,SR-PR,yes,PBM
Moengo Airstrip,SR,SR-MA,yes,MOJ
Wageningen Airstrip,SR,SR-NI,yes,AGI
Zorg en Hoop Airport,SR,SR-PM,yes,ORG
Dr. Luciano de Arruda Coelho Regional Airport,BR,BR-CE,yes,JSO
Dom Ricardo Weberberger Airport,BR,BR-BA,yes,BRA
Nagib Demachki Airport,BR,BR-PA,yes,JPE
Vacaria Airport,BR,BR-RS,yes,VCC
Guarapari Airport,BR,BR-ES,yes,GUZ
Santa Magalhães Airport,BR,BR-PE,yes,SET
João Durval Carneiro Airport,BR,BR-BA,yes,FEC
Mucuri Airport,BR,BR-BA,yes,MVS
Caruaru Airport,BR,BR-PE,yes,CAU
Salinópolis Airport,BR,BR-PA,yes,OPP
9 de Maio - Teixeira de Freitas Airport,BR,BR-BA,yes,TXF
Óbidos Municipal Airport,BR,BR-PA,yes,OBI
Valença Airport,BR,BR-BA,yes,VAL
Breves Airport,BR,BR-PA,yes,BVS
Almeirim Airport,BR,BR-PA,yes,GGF
Pedro Rabelo de Souza Airport,BR,BR-MG,yes,PYT
Cayenne – Félix Eboué Airport,GF,GF-CY,yes,CAY
Grand-Santi Airport,GF,GF-SL,yes,GSI
Maripasoula Airport,GF,GF-SL,yes,MPY
Saint-Laurent-du-Maroni Airport,GF,GF-SL,yes,LDX
Saül Airport,GF,GF-SL,yes,XAU
Cap FAP David Abenzur Rengifo International Airport,PE,PE-UCA,yes,PCL
FAP Lieutenant Jaime Andres de Montreuil Morales Airport,PE,PE-ANC,yes,CHM
Air Force Captain Jose A Quinones Gonzales International Airport,PE,PE-LAM,yes,CIX
Air Force Colonel Alfredo Mendivil Duarte Airport,PE,PE-AYA,yes,AYP
Andahuaylas Airport,PE,PE-APU,yes,ANS
Jorge Chávez International Airport,PE,PE-LIM,yes,LIM
Shumba Airport,PE,PE-CAJ,yes,JAE
Francisco Carle Airport,PE,PE-JUN,yes,JAU
Inca Manco Capac International Airport,PE,PE-PUN,yes,JUL
