name,iso_country,iso_region,scheduled_service,iata_code
Tobruk International Airport,LY,LY-BU,yes,TOB
Kigali International Airport,RW,RW-01,yes,KGL
Kamembe Airport,RW,RW-04,yes,KME
Atbara Airport,SD,SD-04,yes,ATB
Dongola Airport,SD,SD-01,yes,DOG
El Fasher Airport,SD,SD-02,yes,ELF
Kassala Airport,SD,SD-05,yes,KSL
Rumbek Airport,SS,SS-18,yes,RBX
Nyala Airport,SD,SD-11,yes,UYL
El-Obeid Airport,SD,SD-09,yes,EBD
Port Sudan New International Airport,SD,SD-26,yes,PZU
Khartoum International Airport,SD,SD-03,yes,KRT
Malakal Airport,SS,SS-23,yes,MAK
Wau Airport,SS,SS-14,yes,WUU
Arusha Airport,TZ,TZ-01,yes,ARK
Bukoba Airport,TZ,TZ-05,yes,BKZ
Julius Nyerere International Airport,TZ,TZ-02,yes,DAR
Dodoma Airport,TZ,TZ-03,yes,DOD
Songwe Airport,TZ,TZ-14,yes,MBI
Kigoma Airport,TZ,TZ-08,yes,TKQ
Kilimanjaro International Airport,TZ,TZ-01,yes,JRO
Lindi Airport,TZ,TZ-12,yes,LDI
Mafia Airport,TZ,TZ-19,yes,MFA
Mtwara Airport,TZ,TZ-17,yes,MYW
Musoma Airport,TZ,TZ-13,yes,MUZ
Mwanza Airport,TZ,TZ-18,yes,MWZ
Seronera Airport,TZ,TZ-13,yes,SEU
Shinyanga Airport,TZ,TZ-22,yes,SHY
Tabora Airport,TZ,TZ-24,yes,TBO
Tanga Airport,TZ,TZ-25,yes,TGT
Abeid Amani Karume International Airport,TZ,TZ-07,yes,ZNZ
Arua Airport,UG,UG-N,yes,RUA
Entebbe International Airport,UG,UG-C,yes,EBB
Gulu Airport,UG,UG-N,yes,ULU
Soroti Airport,UG,UG-E,yes,SRT
Hollis Clark Bay Seaplane Base,US,US-AK,yes,HYL
Notohadinegoro Airport,ID,ID-JI,yes,JBB
Banyuwangi International Airport,ID,ID-JI,yes,BWX
Bawean - Harun Thohir Airport,ID,ID-JI,yes,BXW
Sangia Nibandera Airport,ID,ID-SG,yes,KXB
Tebelian Airport,ID,ID-KB,yes,SQG
Bolaang Mongondow Airport,ID,ID-SA,yes,LKM
Departi Parbo Airport,ID,ID-JA,yes,KRC
Mentawai Airport,ID,ID-SB,yes,RKI
Tumbang Samba Airport,ID,ID-KT,yes,TBM
Bilogai-Sugapa Airport,ID,ID-PT,yes,UGU
Pakyong Airport,IN,IN-SK,yes,PYG
Ayodhya Airport,IN,IN-UP,yes,AYJ
Deoghar Airport,IN,IN-JH,yes,DGH
Manohar International Airport,IN,IN-GA,yes,GOX
Itanagar Donyi Polo Hollongi Airport,IN,IN-AR,yes,HGI
Utkela Airport,IN,IN-OR,yes,UKE
Jagdalpur Airport,IN,IN-CT,yes,JGB
New Ishigaki Airport,JP,JP-47,yes,ISG
Daxing'anling Elunchun Airport,CN,CN-23,yes,JGD
Jinchang Jinchuan Airport,CN,CN-62,yes,JIC
Jos Orno Imsula Airport,ID,ID-MA,yes,JIO
Qianjiang Wulingshan Airport,CN,CN-50,yes,JIQ
Comandante Ariston Pessoa Airport,BR,BR-CE,yes,JJD
Jinzhou Bay Airport,CN,CN-21,yes,JNZ
Chizhou Jiuhuashan Airport,CN,CN-34,yes,JUH
Boulder City Municipal Airport,US,US-NV,yes,BLD
Anacortes Airport,US,US-WA,yes,OTS
Lehigh Valley International Airport,US,US-PA,yes,ABE
Abilene Regional Airport,US,US-TX,yes,ABI
Albuquerque International Sunport,US,US-NM,yes,ABQ
Aberdeen Regional Airport,US,US-SD,yes,ABR
Southwest Georgia Regional Airport,US,US-GA,yes,ABY
Nantucket Memorial Airport,US,US-MA,yes,ACK
Waco Regional Airport,US,US-TX,yes,ACT
California Redwood Coast-Humboldt County Airport,US,US-CA,yes,ACV
Atlantic City International Airport,US,US-NJ,yes,ACY
Kake Seaplane Base,US,US-AK,yes,KAE
Alexandria International Airport,US,US-LA,yes,AEX
Augusta Regional At Bush Field,US,US-GA,yes,AGS
Alliance Municipal Airport,US,US-NE,yes,AIA
Albany International Airport,US,US-NY,yes,ALB
Waterloo Regional Airport,US,US-IA,yes,ALO
San Luis Valley Regional Airport/Bergman Field,US,US-CO,yes,ALS
Walla Walla Regional Airport,US,US-WA,yes,ALW
Rick Husband Amarillo International Airport,US,US-TX,yes,AMA
Altoona Blair County Airport,US,US-PA,yes,AOO
Alpena County Regional Airport,US,US-MI,yes,APN
Watertown International Airport,US,US-NY,yes,ART
Aspen-Pitkin County Airport (Sardy Field),US,US-CO,yes,ASE
Hartsfield Jackson Atlanta International Airport,US,US-GA,yes,ATL
Appleton International Airport,US,US-WI,yes,ATW
Watertown Regional Airport,US,US-SD,yes,ATY
Augusta State Airport,US,US-ME,yes,AUG
Austin Bergstrom International Airport,US,US-TX,yes,AUS
Asheville Regional Airport,US,US-NC,yes,AVL
Wilkes Barre Scranton International Airport,US,US-PA,yes,AVP
Kalamazoo Battle Creek International Airport,US,US-MI,yes,AZO
Branson Airport,US,US-MO,yes,BKG
Bradley International Airport,US,US-CT,yes,BDL
Laurence G Hanscom Field,US,US-MA,yes,BED
Bradford Regional Airport,US,US-PA,yes,BFD
Western Neb. Rgnl/William B. Heilig Airport,US,US-NE,yes,BFF
Boeing Field King County International Airport,US,US-WA,yes,BFI
Meadows Field,US,US-CA,yes,BFL
Greater Binghamton/Edwin A Link field,US,US-NY,yes,BGM
Bangor International Airport,US,US-ME,yes,BGR
Hancock County-Bar Harbor Airport,US,US-ME,yes,BHB
Birmingham-Shuttlesworth International Airport,US,US-AL,yes,BHM
Block Island State Airport,US,US-RI,yes,BID
Eastern Sierra Regional Airport,US,US-CA,yes,BIH
Billings Logan International Airport,US,US-MT,yes,BIL
Bismarck Municipal Airport,US,US-ND,yes,BIS
Rocky Mountain Metropolitan Airport,US,US-CO,yes,BJC
Raleigh County Memorial Airport,US,US-WV,yes,BKW
Bellingham International Airport,US,US-WA,yes,BLI
Scott AFB/Midamerica Airport,US,US-IL,yes,BLV
Central Illinois Regional Airport at Bloomington-Normal,US,US-IL,yes,BMI
Nashville International Airport,US,US-TN,yes,BNA
Boise Air Terminal/Gowen Field,US,US-ID,yes,BOI
Logan International Airport,US,US-MA,yes,BOS
Jack Brooks Regional Airport,US,US-TX,yes,BPT
Brunswick Golden Isles Airport,US,US-GA,yes,BQK
Brainerd Lakes Regional Airport,US,US-MN,yes,BRD
Southeast Iowa Regional Airport,US,US-IA,yes,BRL
Brownsville South Padre Island International Airport,US,US-TX,yes,BRO
Kaben Airport,MH,MH-MAL,yes,KBT
Bert Mooney Airport,US,US-MT,yes,BTM
Baton Rouge Metropolitan Airport,US,US-LA,yes,BTR
Burlington International Airport,US,US-VT,yes,BTV
Buffalo Niagara International Airport,US,US-NY,yes,BUF
Hollywood Burbank Airport,US,US-CA,yes,BUR
Baltimore/Washington International Thurgood Marshall Airport,US,US-MD,yes,BWI
Bozeman Yellowstone International Airport,US,US-MT,yes,BZN
Columbia Metropolitan Airport,US,US-SC,yes,CAE
Akron Canton Regional Airport,US,US-OH,yes,CAK
Coffman Cove Seaplane Base,US,US-AK,yes,KCC
Buchanan Field,US,US-CA,yes,CCR
Cedar City Regional Airport,US,US-UT,yes,CDC
Chadron Municipal Airport,US,US-NE,yes,CDR
Jack Mc Namara Field Airport,US,US-CA,yes,CEC
Cortez Municipal Airport,US,US-CO,yes,CEZ
Cape Girardeau Regional Airport,US,US-MO,yes,CGI
Chattanooga Metropolitan Airport (Lovell Field),US,US-TN,yes,CHA
Charlottesville Albemarle Airport,US,US-VA,yes,CHO
Charleston International Airport,US,US-SC,yes,CHS
The Eastern Iowa Airport,US,US-IA,yes,CID
Chippewa County International Airport,US,US-MI,yes,CIU
North Central West Virginia Airport,US,US-WV,yes,CKB
Chignik Lagoon Airport,US,US-AK,yes,KCL
Cleveland Hopkins International Airport,US,US-OH,yes,CLE
Easterwood Field,US,US-TX,yes,CLL
Charlotte Douglas International Airport,US,US-NC,yes,CLT
John Glenn Columbus International Airport,US,US-OH,yes,CMH
University of Illinois Willard Airport,US,US-IL,yes,CMI
Houghton County Memorial Airport,US,US-MI,yes,CMX
Cavern City Air Terminal,US,US-NM,yes,CNM
Canyonlands Regional Airport,US,US-UT,yes,CNY
Yellowstone Regional Airport,US,US-WY,yes,COD
City of Colorado Springs Municipal Airport,US,US-CO,yes,COS
Columbia Regional Airport,US,US-MO,yes,COU
Casper-Natrona County International Airport,US,US-WY,yes,CPR
Corpus Christi International Airport,US,US-TX,yes,CRP
McClellan-Palomar Airport,US,US-CA,yes,CLD
Yeager Airport,US,US-WV,yes,CRW
Columbus Metropolitan Airport,US,US-GA,yes,CSG
Cincinnati Northern Kentucky International Airport,US,US-KY,yes,CVG
Clovis Municipal Airport,US,US-NM,yes,CVN
Central Wisconsin Airport,US,US-WI,yes,CWA
Cheyenne Regional Jerry Olson Field,US,US-WY,yes,CYS
Daytona Beach International Airport,US,US-FL,yes,DAB
Dallas Love Field,US,US-TX,yes,DAL
James M Cox Dayton International Airport,US,US-OH,yes,DAY
Dubuque Regional Airport,US,US-IA,yes,DBQ
Ronald Reagan Washington National Airport,US,US-DC,yes,DCA
Dodge City Regional Airport,US,US-KS,yes,DDC
Decatur Airport,US,US-IL,yes,DEC
Denver International Airport,US,US-CO,yes,DEN
Dallas Fort Worth International Airport,US,US-TX,yes,DFW
Dothan Regional Airport,US,US-AL,yes,DHN
Dickinson Theodore Roosevelt Regional Airport,US,US-ND,yes,DIK
Duluth International Airport,US,US-MN,yes,DLH
Durango La Plata County Airport,US,US-CO,yes,DRO
Des Moines International Airport,US,US-IA,yes,DSM
Destin Executive Airport,US,US-FL,yes,DSI
Detroit Metropolitan Wayne County Airport,US,US-MI,yes,DTW
DuBois Regional Airport,US,US-PA,yes,DUJ
Devils Lake Regional Airport,US,US-ND,yes,DVL
Polgolla Reservoir Seaplane Base,LK,LK-2,yes,KDZ
Kearney Regional Airport,US,US-NE,yes,EAR
Pangborn Memorial Airport,US,US-WA,yes,EAT
Chippewa Valley Regional Airport,US,US-WI,yes,EAU
Nanwalek Airport,US,US-AK,yes,KEB
Northwest Florida Beaches International Airport,US,US-FL,yes,ECP
Eagle County Regional Airport,US,US-CO,yes,EGE
Ekwok Airport,US,US-AK,yes,KEK
Elko Regional Airport,US,US-NV,yes,EKO
South Arkansas Regional Airport at Goodwin Field,US,US-AR,yes,ELD
Elmira Corning Regional Airport,US,US-NY,yes,ELM
El Paso International Airport,US,US-TX,yes,ELP
Erie International Tom Ridge Field,US,US-PA,yes,ERI
Delta County Airport,US,US-MI,yes,ESC
Mahlon Sweet Field,US,US-OR,yes,EUG
Evansville Regional Airport,US,US-IN,yes,EVV
New Bedford Regional Airport,US,US-MA,yes,EWB
Coastal Carolina Regional Airport,US,US-NC,yes,EWN
Newark Liberty International Airport,US,US-NJ,yes,EWR
Key West International Airport,US,US-FL,yes,EYW
Hector International Airport,US,US-ND,yes,FAR
Fresno Yosemite International Airport,US,US-CA,yes,FAT
Fayetteville Regional Airport - Grannis Field,US,US-NC,yes,FAY
Friday Harbor Airport,US,US-WA,yes,FRD
Flagstaff Pulliam International Airport,US,US-AZ,yes,FLG
Fort Lauderdale Hollywood International Airport,US,US-FL,yes,FLL
Florence Regional Airport,US,US-SC,yes,FLO
Bishop International Airport,US,US-MI,yes,FNT
Fort Dodge Regional Airport,US,US-IA,yes,FOD
Sioux Falls Regional Airport / Joe Foss Field,US,US-SD,yes,FSD
Fort Smith Regional Airport,US,US-AR,yes,FSM
Fort Wayne International Airport,US,US-IN,yes,FWA
Northeast Wyoming Regional Airport,US,US-WY,yes,GCC
Garden City Regional Airport,US,US-KS,yes,GCK
Grand Canyon National Park Airport,US,US-AZ,yes,GCN
Dawson Community Airport,US,US-MT,yes,GDV
Spokane International Airport,US,US-WA,yes,GEG
Grand Forks International Airport,US,US-ND,yes,GFK
East Texas Regional Airport,US,US-TX,yes,GGG
Glasgow Valley County Airport Wokal Field,US,US-MT,yes,GGW
Grand Junction Regional Airport,US,US-CO,yes,GJT
Mid Delta Regional Airport,US,US-MS,yes,GLH
Gainesville Regional Airport,US,US-FL,yes,GNV
Glacier Park International Airport,US,US-MT,yes,FCA
Gulfport Biloxi International Airport,US,US-MS,yes,GPT
Austin Straubel International Airport,US,US-WI,yes,GRB
Central Nebraska Regional Airport,US,US-NE,yes,GRI
Killeen Regional Airport,US,US-TX,yes,GRK
Gerald R. Ford International Airport,US,US-MI,yes,GRR
Piedmont Triad International Airport,US,US-NC,yes,GSO
Greenville Spartanburg International Airport,US,US-SC,yes,GSP
Great Falls International Airport,US,US-MT,yes,GTF
Golden Triangle Regional Airport,US,US-MS,yes,GTR
Gunnison Crested Butte Regional Airport,US,US-CO,yes,GUC
Gallup Municipal Airport,US,US-NM,yes,GUP
Grayling Airport,US,US-AK,yes,KGX
Yampa Valley Airport,US,US-CO,yes,HDN
Hagerstown Regional Richard A Henson Field,US,US-MD,yes,HGR
Jack Northrop Field Hawthorne Municipal Airport,US,US-CA,yes,HHR
Range Regional Airport,US,US-MN,yes,HIB
Helena Regional Airport,US,US-MT,yes,HLN
Lea County Regional Airport,US,US-NM,yes,HOB
Memorial Field Airport,US,US-AR,yes,HOT
William P Hobby Airport,US,US-TX,yes,HOU
Westchester County Airport,US,US-NY,yes,HPN
Valley International Airport,US,US-TX,yes,HRL
Boone County Airport,US,US-AR,yes,HRO
Huntsville International Carl T Jones Field,US,US-AL,yes,HSV
Tri-State Airport / Milton J. Ferguson Field,US,US-WV,yes,HTS
Tweed New Haven Airport,US,US-CT,yes,HVN
Havre City County Airport,US,US-MT,yes,HVR
Hilton Head Airport,US,US-SC,yes,HHH
Cape Cod Gateway Airport,US,US-MA,yes,HYA
Hays Regional Airport,US,US-KS,yes,HYS
Washington Dulles International Airport,US,US-VA,yes,IAD
Niagara Falls International Airport,US,US-NY,yes,IAG
George Bush Intercontinental Houston Airport,US,US-TX,yes,IAH
Wichita Eisenhower National Airport,US,US-KS,yes,ICT
Idaho Falls Regional Airport,US,US-ID,yes,IDA
Wilmington Airport,US,US-DE,yes,ILG
Wilmington International Airport,US,US-NC,yes,ILM
Ford Airport,US,US-MI,yes,IMT
Indianapolis International Airport,US,US-IN,yes,IND
Falls International Airport,US,US-MN,yes,INL
Imperial County Airport,US,US-CA,yes,IPL
Williamsport Regional Airport,US,US-PA,yes,IPT
Kirksville Regional Airport,US,US-MO,yes,IRK
Long Island Mac Arthur Airport,US,US-NY,yes,ISP
Ithaca Tompkins Regional Airport,US,US-NY,yes,ITH
Phoenix–Mesa Gateway Airport,US,US-AZ,yes,AZA
Gogebic Iron County Airport,US,US-MI,yes,IWD
Jackson Hole Airport,US,US-WY,yes,JAC
Jackson-Medgar Wiley Evers International Airport,US,US-MS,yes,JAN
Jacksonville International Airport,US,US-FL,yes,JAX
Jonesboro Municipal Airport,US,US-AR,yes,JBR
John F Kennedy International Airport,US,US-NY,yes,JFK
Joplin Regional Airport,US,US-MO,yes,JLN
Jamestown Regional Airport,US,US-ND,yes,JMS
Concord-Padgett Regional Airport,US,US-NC,yes,USA
John Murtha Johnstown Cambria County Airport,US,US-PA,yes,JST
Kitoi Bay Seaplane Base,US,US-AK,yes,KKB
Purdue University Airport,US,US-IN,yes,LAF
Lakeland Linder International Airport,US,US-FL,yes,LAL
Capital City Airport,US,US-MI,yes,LAN
Laramie Regional Airport,US,US-WY,yes,LAR
Harry Reid International Airport,US,US-NV,yes,LAS
Lawton Fort Sill Regional Airport,US,US-OK,yes,LAW
Los Angeles International Airport,US,US-CA,yes,LAX
Lubbock Preston Smith International Airport,US,US-TX,yes,LBB
Arnold Palmer Regional Airport,US,US-PA,yes,LBE
North Platte Regional Airport Lee Bird Field,US,US-NE,yes,LBF
Liberal Mid-America Regional Airport,US,US-KS,yes,LBL
Lake Charles Regional Airport,US,US-LA,yes,LCH
Rickenbacker International Airport,US,US-OH,yes,LCK
Lebanon Municipal Airport,US,US-NH,yes,LEB
Blue Grass Airport,US,US-KY,yes,LEX
Lafayette Regional Airport,US,US-LA,yes,LFT
La Guardia Airport,US,US-NY,yes,LGA
Long Beach Airport (Daugherty Field),US,US-CA,yes,LGB
Bill & Hillary Clinton National Airport/Adams Field,US,US-AR,yes,LIT
Lincoln Airport,US,US-NE,yes,LNK
Lancaster Airport,US,US-PA,yes,LNS
Laredo International Airport,US,US-TX,yes,LRD
Las Cruces International Airport,US,US-NM,yes,LRU
La Crosse Regional Airport,US,US-WI,yes,LSE
Cincinnati Municipal Airport Lunken Field,US,US-OH,yes,LUK
Greenbrier Valley Airport,US,US-WV,yes,LWB
Lewiston Nez Perce County Airport,US,US-ID,yes,LWS
Lynchburg Regional Airport - Preston Glenn Field,US,US-VA,yes,LYH
Midland International Air and Space Port,US,US-TX,yes,MAF
Manistee County Blacker Airport,US,US-MI,yes,MBL
MBS International Airport,US,US-MI,yes,MBS
Merced Regional Macready Field,US,US-CA,yes,MCE
Kansas City International Airport,US,US-MO,yes,MCI
McCook Ben Nelson Regional Airport,US,US-NE,yes,MCK
Middle Georgia Regional Airport,US,US-GA,yes,MCN
Orlando International Airport,US,US-FL,yes,MCO
Mason City Municipal Airport,US,US-IA,yes,MCW
Harrisburg International Airport,US,US-PA,yes,MDT
Chicago Midway International Airport,US,US-IL,yes,MDW
Key Field / Meridian Regional Airport,US,US-MS,yes,MEI
Memphis International Airport,US,US-TN,yes,MEM
McAllen Miller International Airport,US,US-TX,yes,MFE
Rogue Valley International Medford Airport,US,US-OR,yes,MFR
Montgomery Regional (Dannelly Field) Airport,US,US-AL,yes,MGM
Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,US-WV,yes,MGW
Manhattan Regional Airport,US,US-KS,yes,MHK
Manchester-Boston Regional Airport,US,US-NH,yes,MHT
Miami International Airport,US,US-FL,yes,MIA
General Mitchell International Airport,US,US-WI,yes,MKE
Muskegon County Airport,US,US-MI,yes,MKG
McKellar-Sipes Regional Airport,US,US-TN,yes,MKL
Melbourne Orlando International Airport,US,US-FL,yes,MLB
Quad City International Airport,US,US-IL,yes,MLI
Monroe Regional Airport,US,US-LA,yes,MLU
Mammoth Yosemite Airport,US,US-CA,yes,MMH
Mobile Regional Airport,US,US-AL,yes,MOB
Minot International Airport,US,US-ND,yes,MOT
Monterey Peninsula Airport,US,US-CA,yes,MRY
Northwest Alabama Regional Airport,US,US-AL,yes,MSL
Dane County Regional Truax Field,US,US-WI,yes,MSN
Missoula International Airport,US,US-MT,yes,MSO
Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,US-MN,yes,MSP
Massena International Airport Richards Field,US,US-NY,yes,MSS
Louis Armstrong New Orleans International Airport,US,US-LA,yes,MSY
Montrose Regional Airport,US,US-CO,yes,MTJ
Montauk Airport,US,US-NY,yes,MTP
Martha's Vineyard Airport,US,US-MA,yes,MVY
Veterans Airport of Southern Illinois,US,US-IL,yes,MWA
Moser Bay Seaplane Base,US,US-AK,yes,KMY
McCall Municipal Airport,US,US-ID,yes,MYL
Myrtle Beach International Airport,US,US-SC,yes,MYR
Yuma International Airport / Marine Corps Air Station Yuma,US,US-AZ,yes,YUM
Albert J Ellis Airport,US,US-NC,yes,OAJ
San Francisco Bay Oakland International Airport,US,US-CA,yes,OAK
Ogden Hinckley Airport,US,US-UT,yes,OGD
Ogdensburg International Airport,US,US-NY,yes,OGS
Will Rogers World Airport,US,US-OK,yes,OKC
L M Clayton Airport,US,US-MT,yes,OLF
Olympia Regional Airport,US,US-WA,yes,OLM
Eppley Airfield,US,US-NE,yes,OMA
Ontario International Airport,US,US-CA,yes,ONT
Miami-Opa Locka Executive Airport,US,US-FL,yes,OPF
Chicago O'Hare International Airport,US,US-IL,yes,ORD
Norfolk International Airport,US,US-VA,yes,ORF
Worcester Regional Airport,US,US-MA,yes,ORH
Orcas Island Airport,US,US-WA,yes,ESD
Southwest Oregon Regional Airport,US,US-OR,yes,OTH
Owensboro Daviess County Airport,US,US-KY,yes,OWB
Olga Bay Seaplane Base,US,US-AK,yes,KOY
Samjiyŏn Airport,KP,KP-10,yes,YJS
Orang (Chongjin) Airport,KP,KP-09,yes,RGO
Seattle Paine Field International Airport,US,US-WA,yes,PAE
Barkley Regional Airport,US,US-KY,yes,PAH
Point Baker Seaplane Base,US,US-AK,yes,KPB
Plattsburgh International Airport,US,US-NY,yes,PBG
Palm Beach International Airport,US,US-FL,yes,PBI
DeKalb Peachtree Airport,US,US-GA,yes,PDK
Eastern Oregon Regional Airport at Pendleton,US,US-OR,yes,PDT
Portland International Airport,US,US-OR,yes,PDX
Page Municipal Airport,US,US-AZ,yes,PGA
Charlotte County Airport,US,US-FL,yes,PGD
Pitt-Greenville Airport,US,US-NC,yes,PGV
Newport News Williamsburg International Airport,US,US-VA,yes,PHF
Philadelphia International Airport,US,US-PA,yes,PHL
Phoenix Sky Harbor International Airport,US,US-AZ,yes,PHX
General Wayne A. Downing Peoria International Airport,US,US-IL,yes,PIA
Hattiesburg Laurel Regional Airport,US,US-MS,yes,PIB
St. Petersburg Clearwater International Airport,US,US-FL,yes,PIE
Pocatello Regional Airport,US,US-ID,yes,PIH
Pierre Regional Airport,US,US-SD,yes,PIR
Pittsburgh International Airport,US,US-PA,yes,PIT
Mid Ohio Valley Regional Airport,US,US-WV,yes,PKB
Pellston Regional Airport of Emmet County Airport,US,US-MI,yes,PLN
Pensacola International Airport,US,US-FL,yes,PNS
Presque Isle International Airport,US,US-ME,yes,PQI
Port Williams Seaplane Base,US,US-AK,yes,KPR
Prescott International Airport - Ernest A. Love Field,US,US-AZ,yes,PRC
Tri Cities Airport,US,US-WA,yes,PSC
Portsmouth International at Pease Airport,US,US-NH,yes,PSM
Palm Springs International Airport,US,US-CA,yes,PSP
Pueblo Memorial Airport,US,US-CO,yes,PUB
Pullman-Moscow Regional Airport,US,US-WA,yes,PUW
Theodore Francis Green State Airport,US,US-RI,yes,PVD
Provo-Utah Lake International Airport,US,US-UT,yes,PVU
Portland International Jetport,US,US-ME,yes,PWM
Port Bailey Seaplane Base,US,US-AK,yes,KPY
Rapid City Regional Airport,US,US-SD,yes,RAP
Redding Municipal Airport,US,US-CA,yes,RDD
Roberts Field,US,US-OR,yes,RDM
Raleigh Durham International Airport,US,US-NC,yes,RDU
Chicago Rockford International Airport,US,US-IL,yes,RFD
Rhinelander Oneida County Airport,US,US-WI,yes,RHI
Richmond International Airport,US,US-VA,yes,RIC
Central Wyoming Regional Airport,US,US-WY,yes,RIW
Knox County Regional Airport,US,US-ME,yes,RKD
Southwest Wyoming Regional Airport,US,US-WY,yes,RKS
Reno Tahoe International Airport,US,US-NV,yes,RNO
Roanoke–Blacksburg Regional Airport,US,US-VA,yes,ROA
Frederick Douglass Greater Rochester International Airport,US,US-NY,yes,ROC
Roswell Air Center Airport,US,US-NM,yes,ROW
Rochester International Airport,US,US-MN,yes,RST
Southwest Florida International Airport,US,US-FL,yes,RSW
Rutland - Southern Vermont Regional Airport,US,US-VT,yes,RUT
Santa Fe Municipal Airport,US,US-NM,yes,SAF
San Diego International Airport,US,US-CA,yes,SAN
San Antonio International Airport,US,US-TX,yes,SAT
Savannah Hilton Head International Airport,US,US-GA,yes,SAV
Marquette/Sawyer International Airport,US,US-MI,yes,MQT
Santa Barbara Municipal Airport,US,US-CA,yes,SBA
San Bernardino International Airport,US,US-CA,yes,SBD
South Bend Regional Airport,US,US-IN,yes,SBN
San Luis County Regional Airport,US,US-CA,yes,SBP
Salisbury Ocean City Wicomico Regional Airport,US,US-MD,yes,SBY
Stockton Metropolitan Airport,US,US-CA,yes,SCK
Louisville Muhammad Ali International Airport,US,US-KY,yes,SDF
Sidney - Richland Regional Airport,US,US-MT,yes,SDY
Seattle–Tacoma International Airport,US,US-WA,yes,SEA
Orlando Sanford International Airport,US,US-FL,yes,SFB
San Francisco International Airport,US,US-CA,yes,SFO
Springfield Branson National Airport,US,US-MO,yes,SGF
Northeast Florida Regional Airport,US,US-FL,yes,UST
St George Regional Airport,US,US-UT,yes,SGU
Shenandoah Valley Regional Airport,US,US-VA,yes,SHD
Sheridan County Airport,US,US-WY,yes,SHR
Shreveport Regional Airport,US,US-LA,yes,SHV
Norman Y. Mineta San Jose International Airport,US,US-CA,yes,SJC
San Angelo Regional Mathis Field,US,US-TX,yes,SJT
Taos Regional Airport,US,US-NM,yes,TSM
Salt Lake City International Airport,US,US-UT,yes,SLC
Salem Municipal Airport/McNary Field,US,US-OR,yes,SLE
Adirondack Regional Airport,US,US-NY,yes,SLK
Salina Municipal Airport,US,US-KS,yes,SLN
Sacramento International Airport,US,US-CA,yes,SMF
Lemhi County Airport,US,US-ID,yes,SMN
Santa Maria Public Airport Captain G Allan Hancock Field,US,US-CA,yes,SMX
John Wayne Orange County International Airport,US,US-CA,yes,SNA
Show Low Regional Airport,US,US-AZ,yes,SOW
Abraham Lincoln Capital Airport,US,US-IL,yes,SPI
Wichita Falls Municipal Airport / Sheppard Air Force Base,US,US-TX,yes,SPS
San Carlos Airport,US,US-CA,yes,SQL
Sarasota Bradenton International Airport,US,US-FL,yes,SRQ
Saint Cloud Regional Airport,US,US-MN,yes,STC
St Louis Lambert International Airport,US,US-MO,yes,STL
Charles M. Schulz Sonoma County Airport,US,US-CA,yes,STS
Friedman Memorial Airport,US,US-ID,yes,SUN
Sioux Gateway Airport / Brigadier General Bud Day Field,US,US-IA,yes,SUX
Grant County Airport,US,US-NM,yes,SVC
New York Stewart International Airport,US,US-NY,yes,SWF
Stillwater Regional Airport,US,US-OK,yes,SWO
Syracuse Hancock International Airport,US,US-NY,yes,SYR
Thorne Bay Seaplane Base,US,US-AK,yes,KTB
Waynesville-St. Robert Regional Airport-Forney Field,US,US-MO,yes,TBN
Teterboro Airport,US,US-NJ,yes,TEB
Telluride Regional Airport,US,US-CO,yes,TEX
Tacoma Narrows Airport,US,US-WA,yes,TIW
Tallahassee Regional Airport,US,US-FL,yes,TLH
Eugene F. Kranz Toledo Express Airport,US,US-OH,yes,TOL
Tampa International Airport,US,US-FL,yes,TPA
Tri-Cities Regional TN/VA Airport,US,US-TN,yes,TRI
Truckee Tahoe Airport,US,US-CA,yes,TKF
Trenton Mercer Airport,US,US-NJ,yes,TTN
Tulsa International Airport,US,US-OK,yes,TUL
Tupelo Regional Airport,US,US-MS,yes,TUP
Tucson International Airport / Morris Air National Guard Base,US,US-AZ,yes,TUS
Cherry Capital Airport,US,US-MI,yes,TVC
Thief River Falls Regional Airport,US,US-MN,yes,TVF
Joslin Field Magic Valley Regional Airport,US,US-ID,yes,TWF
Texarkana Regional Airport (Webb Field),US,US-AR,yes,TXK
Tyler Pounds Regional Airport,US,US-TX,yes,TYR
McGhee Tyson Airport,US,US-TN,yes,TYS
Quincy Regional Airport Baldwin Field,US,US-IL,yes,UIN
State College Regional Airport,US,US-PA,yes,SCE
Newport State Airport,US,US-RI,yes,NPT
Victoria Regional Airport,US,US-TX,yes,VCT
Vernal Regional Airport,US,US-UT,yes,VEL
Valdosta Regional Airport,US,US-GA,yes,VLD
Destin-Fort Walton Beach Airport,US,US-FL,yes,VPS
Vero Beach Regional Airport,US,US-FL,yes,VRB
West Point Village Seaplane Base,US,US-AK,yes,KWP
Westerly State Airport,US,US-RI,yes,WST
Kiwayu Airport,KE,KE-300,yes,KWY
Yellowstone Airport,US,US-MT,yes,WYS
Kasaan Seaplane Base,US,US-AK,yes,KXA
Northwest Arkansas National Airport,US,US-AR,yes,XNA
Yakima Air Terminal McAllister Field,US,US-WA,yes,YKM
Usharal Airport,KZ,KZ-JET,yes,USJ
Zachar Bay Seaplane Base,US,US-AK,yes,KZB
Bokeo International Airport,LA,LA-BK,yes,BOR
Tirana International Airport Mother Teresa,AL,AL-02,yes,TIA
